ID,x,y
1705,7448,3537
1706,7448,4610
1707,7451,3101
1708,7452,2683
1709,7455,5184
1710,7462,4603
1711,7466,4842
1712,7475,5596
1713,7476,2766
1714,7478,3313
1715,7483,5399
1716,7490,3556
1717,7490,4549
1718,7496,5609
1719,7502,3106
1720,7503,4851
1721,7504,2830
1722,7504,5366
1723,7508,6188
1724,7509,2620
1725,7514,4456
1726,7514,5520
1727,7522,3409
1728,7522,5193
1729,7523,5565
1730,7530,5738
1731,7531,6310
1732,7533,5971
1733,7540,3866
1734,7541,3368
1735,7541,6156
1736,7544,5303
1737,7547,2825
1738,7554,5905
1739,7556,3519
1740,7556,4238
1741,7566,6441
1742,7575,5206
1743,7582,4850
1744,7584,3945
1745,7584,5574
1746,7590,3238
1747,7590,5071
1748,7592,5956
1749,7600,4340
1750,7602,3321
1751,7602,3804
1752,7602,5728
1753,7603,5628
1754,7605,2628
1755,7605,6251
1756,7611,5294
1757,7616,4545
1758,7618,4653
1759,7621,6007
1760,7621,6414
1761,7623,4573
1762,7631,5954
1763,7632,4883
1764,7636,6292
1765,7637,2923
1766,7639,5732
1767,7640,4998
1768,7641,4303
1769,7646,3780
1770,7646,3906
1771,7649,4642
1772,7655,5397
1773,7662,6431
1774,7671,6144
1775,7674,5488
1776,7677,4345
1777,7678,4496
1778,7682,6348
1779,7684,3389
1780,7685,3755
1781,7686,4132
1782,7690,3616
1783,7693,6172
1784,7698,3080
1785,7698,6185
1786,7703,6408
1787,7704,2694
1788,7704,6073
1789,7710,6367
1790,7712,3889
1791,7712,5187
1792,7716,3534
1793,7720,5517
1794,7725,4362
1795,7727,6001
1796,7732,5002
1797,7733,4050
1798,7734,4734
1799,7738,4927
1800,7742,5909
1801,7746,4789
1802,7750,4600
1803,7750,5913
1804,7750,6049
1805,7757,5322
1806,7757,6222
1807,7758,4169
1808,7764,5646
1809,7765,5204
1810,7766,3002
1811,7770,5381
1812,7772,4646
1813,7780,5198
1814,7784,3222
1815,7787,3291
1816,7791,5605
1817,7798,3048
1818,7801,3360
1819,7801,6001
1820,7802,4466
1821,7804,5459
1822,7805,6454
1823,7806,4086
1824,7808,6366
1825,7810,4138
1826,7810,5327
1827,7812,6226
1828,7816,5873
1829,7818,3753
1830,7823,3994
1831,7823,5001
1832,7830,5839
1833,7839,6049
1834,7840,4258
1835,7841,4938
1836,7843,3291
1837,7843,5984
1838,7850,4476
1839,7850,5155
1840,7853,4544
1841,7859,6484
1842,7862,5121
1843,7867,3172
1844,7867,3465
1845,7874,4104
1846,7877,5254
1847,7882,3314
1848,7885,6352
1849,7889,6187
1850,7893,3944
1851,7894,5308
1852,7896,5794
1853,7906,4563
1854,7907,5326
1855,7908,4869
1856,7911,5804
1857,7915,3802
1858,7916,6372
1859,7918,3637
1860,7920,4460
1861,7921,4755
1862,7929,3680
1863,7930,4256
1864,7933,4006
1865,7940,4059
1866,7941,5160
1867,7943,4532
1868,7944,4785
1869,7949,3414
1870,7950,3967
1871,7950,4850
1872,7951,3226
1873,7956,5159
1874,7959,6384
1875,7960,5443
1876,7971,5651
1877,7974,4152
1878,7979,5837
1879,7981,5924
1880,7994,6039
1881,8001,3610
1882,8008,3525
1883,8010,5307
1884,8010,5483
1885,8013,4198
1886,8015,6133
1887,8016,5437
1888,8023,4886
1889,8027,3640
1890,8029,5654
1891,8037,5871
1892,8045,6193
1893,8048,3463
1894,8049,5783
1895,8060,4019
1896,8074,3594
1897,8076,4737
1898,8077,6486
1899,8083,4824
1900,8083,4874
1901,8085,4742
1902,8089,5367
1903,8090,5058
1904,8094,3635
1905,8101,6315
1906,8101,3764
1907,8116,2980
1908,8121,5169
1909,8121,5474
1910,8121,5908
1911,8123,3054
1912,8123,4549
1913,8125,5927
1914,8126,6104
1915,8128,4787
1916,8130,3869
1917,8130,6228
1918,8133,5231
1919,8134,4911
1920,8135,5562
1921,8138,5673
1922,8140,3922
1923,8140,4469
1924,8158,6248
1925,8161,4655
1926,8184,4393
1927,8188,5639
1928,8200,4145
1929,8205,4750
1930,8207,5538
1931,8208,6362
1932,8222,5360
1933,8227,4477
1934,8231,5054
1935,8236,5577
1936,8239,4584
1937,8251,4376
1938,8265,4137
1939,8269,3462
1940,8270,4949
1941,8270,5240
1942,8271,4061
1943,8272,4167
1944,8282,4880
1945,8286,6052
1946,8290,4995
1947,8295,5692
1948,8297,5283
1949,8304,4044
1950,8305,4207
1951,8308,5096
1952,8318,5390
1953,8320,4702
1954,8327,4490
1955,8339,4105
1956,8357,4899
1957,8359,6398
1958,8364,5164
1959,8367,4281
1960,8369,5557
1961,8371,5178
1962,8377,5399
1963,8379,5411
1964,8385,4342
1965,8390,6288
1966,8394,5824
1967,8396,5650
1968,8409,4293
1969,8413,5567
1970,8419,6117
1971,8420,5085
1972,8421,5697
1973,8423,5843
1974,8426,5496
1975,8431,4022
1976,8439,5707
1977,8446,6155
1978,8447,6353
1979,8450,4536
1980,8450,4585
1981,8455,4417
1982,8456,5069
1983,8458,4293
1984,8463,4927
1985,8465,5343
1986,8473,4782
1987,8473,6097
1988,8503,5963
1989,8504,5136
1990,8509,5098
1991,8524,3515
1992,8524,6434
1993,8525,4021
1994,8524,4339
1995,8530,5378
1996,8531,6177
1997,8538,6043
1998,8546,4375
1999,8550,4596
2000,8558,4854
2001,8562,4903
2002,8563,6293
2003,8567,5022
2004,8568,4723
2005,8573,4557
2006,8594,5986
2007,8598,4759
2008,8603,5515
2009,8622,5824
2010,8625,5140
2011,8627,5390
2012,8635,5262
2013,8639,6261
2014,8643,5002
2015,8645,5667
2016,8655,6355
2017,8657,5081
2018,8657,5790
2019,8663,5232
2020,8677,4887
2021,8686,5745
2022,8687,6303
2023,8700,4980
2024,8700,5893
2025,8701,5307
2026,8704,5179
2027,8705,5086
2028,8708,5645
2029,8708,5680
2030,8723,5126
2031,8724,5372
2032,8725,6038
2033,8740,6483
2034,8741,6264
2035,8752,5630
2036,8756,4895
2037,8769,5701
2038,8779,5238
2039,8779,5572
2040,8782,6299
2041,8800,5669
2042,8801,6119
2043,8810,5935
2044,8811,5760
2045,8822,6044
2046,8823,6489
2047,8829,6250
2048,8843,6413
2049,8844,6475
2050,8851,5750
2051,8856,5676
2052,8857,6068
2053,8859,6098
2054,8861,5165
2055,8898,6325
2056,8902,6264
2057,8921,6031
2058,8925,6482
2059,8947,6079
2060,8951,4377
2061,8954,5515
2062,8956,5762
2063,8984,4145
2064,8986,6461
